customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
7590-VHVEG,Male,0,Yes,No,7,Yes,Yes,DSL,No internet service,No,Yes,Yes,No internet service,Yes,Two year,Yes,Bank transfer (automatic),56.9123434664056,-236.5880245526223,No
7590-VHVEG,Female,0,No,No,5,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,No,Electronic check,40.47821758720154,847.5778876713273,Yes
7590-VHVEG,Female,0,No,No,0,Yes,No,DSL,No,No,Yes,No internet service,Yes,No,Two year,Yes,Mailed check,63.04233163660849,4815.513237763973,Yes
7590-VHVEG,Male,1,Yes,No,6,Yes,Yes,Fiber optic,No internet service,No,No,No,No,No,One year,Yes,Credit card (automatic),51.54410350091548,1058.3083089908032,Yes
7590-VHVEG,Female,1,Yes,No,0,Yes,Yes,No,No internet service,Yes,No,Yes,No internet service,Yes,One year,Yes,Credit card (automatic),59.502219317927114,1049.0258451649015,No
7590-VHVEG,Female,1,No,No,1,Yes,No phone service,No,No,No,No,No,Yes,No internet service,One year,No,Electronic check,66.99577251721956,2955.7391445609173,Yes
7590-VHVEG,Female,0,No,Yes,0,Yes,Yes,DSL,No,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),50.897874954830954,1632.1979695153611,Yes
7590-VHVEG,Female,0,No,No,10,Yes,Yes,DSL,No,Yes,No,No,Yes,No internet service,Two year,No,Mailed check,64.19403647218518,1754.3002419720667,No
7590-VHVEG,Male,0,No,No,10,Yes,Yes,No,No,No,No,Yes,No internet service,Yes,Two year,No,Electronic check,96.09529302535492,4847.165534186373,Yes
7590-VHVEG,Female,1,No,No,2,Yes,No,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),89.86919589697496,2538.8170818809326,Yes
7590-VHVEG,Male,0,No,Yes,1,Yes,No,No,No internet service,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),67.17940991895522,2363.935033310673,Yes
7590-VHVEG,Female,1,Yes,No,2,Yes,No,DSL,No internet service,No,Yes,No internet service,No,Yes,Two year,Yes,Bank transfer (automatic),101.94212738754142,-946.9831757249881,Yes
7590-VHVEG,Female,1,Yes,No,4,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No,No internet service,No,One year,No,Electronic check,81.66184637900349,621.5417495617603,Yes
7590-VHVEG,Female,0,Yes,No,0,Yes,No,DSL,No,No internet service,No,No internet service,Yes,No,Two year,No,Mailed check,39.39561727153975,1116.6410537245472,Yes
7590-VHVEG,Male,0,Yes,No,1,Yes,Yes,No,No,Yes,Yes,No,No internet service,No,Month-to-month,No,Electronic check,84.78806826767578,1011.4513868382708,Yes
7590-VHVEG,Female,0,No,No,4,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),69.28502105048155,3916.912332582086,Yes
7590-VHVEG,Male,1,Yes,No,1,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),92.44668642611416,6697.765697883734,Yes
7590-VHVEG,Female,0,No,Yes,0,Yes,No,Fiber optic,No,No,Yes,No,No,No internet service,Two year,Yes,Electronic check,17.034081669536,1433.0893751883814,Yes
7590-VHVEG,Male,1,Yes,Yes,2,Yes,Yes,DSL,No,No internet service,No,Yes,Yes,No internet service,One year,No,Bank transfer (automatic),152.998155866939,4613.0791749947275,Yes
7590-VHVEG,Female,0,Yes,Yes,4,Yes,Yes,DSL,No,No,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,40.20023200586324,6591.857069129735,Yes
7590-VHVEG,Male,0,No,Yes,11,No,No,DSL,No,Yes,No,No internet service,Yes,Yes,Month-to-month,No,Electronic check,72.97903737538769,-258.49671961896183,Yes
7590-VHVEG,Male,1,Yes,No,0,No,No,No,Yes,No internet service,No,No,No,Yes,One year,Yes,Bank transfer (automatic),30.299503020618886,4352.83826678543,Yes
7590-VHVEG,Female,0,Yes,No,2,No,Yes,Fiber optic,No,No,No internet service,No,No internet service,Yes,One year,Yes,Mailed check,47.3846979609345,5272.871401404127,No
7590-VHVEG,Male,0,Yes,No,1,Yes,Yes,Fiber optic,No,No internet service,No,No,No,No internet service,Two year,No,Electronic check,84.52049258749932,3109.6403834434986,Yes
7590-VHVEG,Female,0,No,No,0,Yes,Yes,No,Yes,No,No internet service,No,No,Yes,Two year,No,Credit card (automatic),55.12305680616506,-490.3555504619462,Yes
7590-VHVEG,Female,0,Yes,No,3,Yes,Yes,No,No internet service,No,Yes,Yes,No,No internet service,Month-to-month,Yes,Electronic check,34.939672968881396,154.6109655881114,Yes
7590-VHVEG,Female,0,No,No,0,Yes,Yes,Fiber optic,No,No,No internet service,Yes,No,No,Month-to-month,No,Bank transfer (automatic),40.78736998507208,-3081.726557392405,Yes
7590-VHVEG,Female,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),82.66488934397624,4129.990349847858,Yes
7590-VHVEG,Female,1,No,Yes,4,Yes,No,No,Yes,No,No internet service,No,Yes,No,Month-to-month,No,Credit card (automatic),56.661703338316265,1700.0009865407526,Yes
7590-VHVEG,Female,1,Yes,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),120.96277964559017,1541.1003772025351,Yes
7590-VHVEG,Female,0,No,Yes,15,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),60.385686702613775,442.48190680366497,No
7590-VHVEG,Female,0,No,No,1,Yes,Yes,DSL,Yes,No,No internet service,No,No,No,One year,Yes,Bank transfer (automatic),40.268218134088215,3065.337255480197,No
7590-VHVEG,Female,0,No,No,1,Yes,Yes,DSL,No,No internet service,No,No,No,Yes,One year,No,Credit card (automatic),76.91244608011046,3370.704363917714,Yes
7590-VHVEG,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No internet service,Two year,No,Mailed check,21.699719551465662,810.8927258335143,No
7590-VHVEG,Female,1,No,Yes,0,No,Yes,No,No,No internet service,Yes,No internet service,No,No,Month-to-month,Yes,Electronic check,72.4558957523273,1767.1942740843547,Yes
7590-VHVEG,Male,0,No,No,7,Yes,No phone service,No,No,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),68.09619657527212,-867.2856530954309,No
7590-VHVEG,Male,0,Yes,No,4,Yes,Yes,Fiber optic,No internet service,No internet service,No,No internet service,Yes,No,Month-to-month,No,Electronic check,47.03316691849851,3034.0258458810704,Yes
7590-VHVEG,Female,0,No,Yes,1,Yes,No,Fiber optic,No,No internet service,No internet service,No,No,No internet service,Month-to-month,Yes,Mailed check,72.19160879796264,1903.6573196043173,No
7590-VHVEG,Female,0,Yes,Yes,3,No,Yes,Fiber optic,No internet service,No internet service,Yes,No,No,No internet service,One year,Yes,Credit card (automatic),101.40037235184096,2376.1084339560916,Yes
7590-VHVEG,Female,0,Yes,No,10,Yes,No,No,No,No,No,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),78.78007334463396,535.6897033918924,No
7590-VHVEG,Female,0,Yes,Yes,0,Yes,No,Fiber optic,Yes,No internet service,No,No,Yes,No,One year,Yes,Electronic check,121.41182279481264,1039.6363508129796,Yes
7590-VHVEG,Female,0,Yes,No,0,Yes,No,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,No,Electronic check,39.83893704563751,4184.81067362541,No
7590-VHVEG,Female,0,Yes,No,0,Yes,No,DSL,Yes,No internet service,No,Yes,Yes,No,One year,No,Electronic check,37.955218848646155,4047.3829664989703,No
7590-VHVEG,Female,0,No,No,6,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Electronic check,58.170444432227264,4467.99733778436,Yes
7590-VHVEG,Female,0,Yes,Yes,0,Yes,No phone service,DSL,No,No internet service,No internet service,No internet service,Yes,No internet service,Two year,No,Electronic check,67.06748442559596,2999.977357206964,Yes
7590-VHVEG,Male,0,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),24.930520046620067,-928.836284655285,Yes
7590-VHVEG,Female,0,No,No,2,Yes,No,No,No,No,No,Yes,No,No,Two year,No,Electronic check,73.01083278574048,5456.996244275435,Yes
7590-VHVEG,Male,0,Yes,Yes,2,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),108.78145250956675,1694.2645197360862,Yes
7590-VHVEG,Female,0,No,Yes,4,No,Yes,DSL,No,Yes,Yes,No internet service,No,No,Month-to-month,No,Electronic check,12.814717121825076,5132.195674761846,Yes
7590-VHVEG,Female,0,No,Yes,1,Yes,No,No,No,No,No,No internet service,No,No,One year,Yes,Electronic check,101.1342959000652,3148.445798272361,No
7590-VHVEG,Male,0,No,No,2,Yes,No,No,No,No,No,No,Yes,No internet service,Month-to-month,No,Electronic check,49.793780752812836,2545.78734844242,No
7590-VHVEG,Female,1,No,No,10,Yes,No,Fiber optic,No,No internet service,No,No,No internet service,No,Month-to-month,No,Electronic check,35.44319636331871,594.3452738345361,No
7590-VHVEG,Male,1,Yes,Yes,1,Yes,Yes,DSL,No internet service,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),78.26483196811347,1528.1845200935736,Yes
7590-VHVEG,Female,0,Yes,No,0,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,40.53354634368736,1409.7551870873622,Yes
7590-VHVEG,Female,1,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Bank transfer (automatic),97.07308788931496,1844.2727646904805,Yes
7590-VHVEG,Male,0,No,No,4,No,No phone service,No,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),88.81540373223251,4863.301787254055,Yes
7590-VHVEG,Female,0,Yes,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Mailed check,57.92662079595693,215.76334768674815,Yes
7590-VHVEG,Male,0,Yes,Yes,0,No,Yes,No,No internet service,No internet service,No,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,44.23142750718851,3020.9208335386184,No
7590-VHVEG,Female,0,Yes,Yes,4,Yes,Yes,No,No,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Mailed check,85.69788248281027,4935.198317712089,Yes
7590-VHVEG,Male,0,No,No,3,Yes,No phone service,Fiber optic,No,No,No,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),79.33503560673333,2250.357069997416,Yes
7590-VHVEG,Male,0,Yes,Yes,6,Yes,No,DSL,No,No internet service,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),72.485595846027,2324.143389284738,Yes
7590-VHVEG,Female,0,No,No,5,Yes,No,No,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,55.20893791508216,1376.5644061084859,No
7590-VHVEG,Female,0,Yes,No,0,Yes,No,No,No,Yes,No,No,No internet service,Yes,Two year,Yes,Electronic check,64.72562226657561,-151.22621639594126,No
7590-VHVEG,Male,0,Yes,No,5,Yes,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),87.97797882600045,1496.7061578902435,Yes
7590-VHVEG,Female,1,Yes,No,0,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,No,Month-to-month,Yes,Mailed check,72.08703066335713,3921.58505571993,Yes
7590-VHVEG,Female,0,No,No,5,Yes,Yes,No,No internet service,No,No,Yes,No,No,Month-to-month,No,Electronic check,102.74222402253312,3840.394714782062,Yes
7590-VHVEG,Female,0,No,No,4,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Mailed check,61.346010787051064,3720.757904284749,Yes
7590-VHVEG,Male,0,Yes,No,2,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,13.523448516644663,2511.8345684330225,Yes
7590-VHVEG,Male,0,Yes,No,3,Yes,Yes,DSL,No,No,No internet service,No internet service,No,Yes,Two year,Yes,Electronic check,53.285405533038016,2341.883799790927,Yes
7590-VHVEG,Male,0,No,No,0,No,No,No,No,No internet service,No,No,No internet service,Yes,One year,Yes,Credit card (automatic),78.28984441964782,-219.82656019584556,No
7590-VHVEG,Male,0,Yes,No,0,Yes,No,DSL,No,Yes,No,No,Yes,No internet service,One year,Yes,Credit card (automatic),117.73999802801366,3688.718379416306,Yes
7590-VHVEG,Male,0,Yes,Yes,1,Yes,No,DSL,No,No,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),86.72316645852351,1243.5146555139067,Yes
7590-VHVEG,Male,0,Yes,Yes,5,Yes,No phone service,DSL,No,No internet service,No,No,No,No,One year,Yes,Credit card (automatic),20.782998136789196,2532.370850088367,No
7590-VHVEG,Male,0,Yes,No,1,No,No,No,No,No,No,Yes,No,No,One year,No,Credit card (automatic),101.05040827902346,3266.541211269188,Yes
7590-VHVEG,Male,0,Yes,No,0,Yes,No,DSL,No,No,No,No internet service,No,Yes,Two year,No,Mailed check,52.2009642086495,2657.2565135888117,No
7590-VHVEG,Male,0,Yes,No,5,Yes,Yes,No,No internet service,No,No,No,No,No,Two year,No,Bank transfer (automatic),47.0073303550824,4771.335878996893,No
7590-VHVEG,Female,0,Yes,No,0,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,29.240449872757956,5150.119487098163,Yes
7590-VHVEG,Male,0,No,Yes,5,Yes,Yes,No,No internet service,No internet service,No,No,No,Yes,Month-to-month,Yes,Mailed check,59.78932535298576,5959.629131406578,Yes
7590-VHVEG,Female,0,Yes,No,1,Yes,No phone service,No,No,No internet service,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),41.694797451926505,4126.10351530295,Yes
7590-VHVEG,Female,1,No,No,1,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,No,Electronic check,89.09149802670423,2980.936228428963,Yes
7590-VHVEG,Female,1,Yes,No,0,Yes,Yes,DSL,No,No,No internet service,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),51.374682726206295,1973.569508019765,Yes
7590-VHVEG,Male,1,No,No,6,Yes,Yes,DSL,No,No internet service,No,No,No internet service,No internet service,Two year,No,Electronic check,36.45218480686157,4011.1041722969935,Yes
7590-VHVEG,Male,0,Yes,No,0,Yes,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),83.4229171306862,4129.56641429365,Yes
7590-VHVEG,Male,0,No,No,0,Yes,No phone service,No,No internet service,No,No,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),40.37822230622588,4183.526229026112,Yes
7590-VHVEG,Male,0,Yes,No,3,No,No phone service,DSL,No,No internet service,Yes,Yes,No,No,One year,Yes,Credit card (automatic),55.987245747986044,3415.3516416705693,No
7590-VHVEG,Female,0,No,No,5,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,98.4573973929175,2058.6859922859967,Yes
7590-VHVEG,Male,0,Yes,No,0,Yes,Yes,DSL,No,No,No,Yes,No internet service,No,Two year,Yes,Bank transfer (automatic),38.03513454419853,3098.527079951022,Yes
7590-VHVEG,Male,0,Yes,Yes,3,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,79.49596629802448,2687.379477284038,Yes
7590-VHVEG,Male,1,No,No,4,Yes,Yes,DSL,Yes,No,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,41.709185640031144,370.5430017579563,Yes
7590-VHVEG,Male,0,No,No,2,Yes,No,DSL,No internet service,No,No internet service,No,No,Yes,One year,No,Electronic check,53.97168588929267,2478.3058617871934,Yes
7590-VHVEG,Male,1,Yes,No,2,Yes,No,DSL,No,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),61.59086652188498,-1285.218468959119,Yes
7590-VHVEG,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,Yes,No internet service,One year,Yes,Credit card (automatic),28.26021535256305,956.663670480674,No
